step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
376,PAYMENT,1208.35,C59976005,34253.79,33045.44,M80722909,48855.09,50063.44,0
670,CASH_OUT,4409.5,C18774822,10334.17,5924.67,M27554964,39744.91,44154.41,0
324,CASH_OUT,1897.2,C60231696,17794.78,15897.58,M67651904,48849.08,50746.28,0
146,CASH_OUT,240.51,C92681879,29606.8,29366.29,M81869344,14709.14,14949.65,0
293,TRANSFER,1243.39,C94484575,41023.99,39780.6,M26972976,42575.13,43818.52,0
665,CASH_OUT,4430.31,C38083391,40795.24,36364.93,M73171894,39549.86,43980.17,0
432,CASH_IN,3078.28,C32472549,28508.97,31587.25,M96580039,37556.81,34478.53,0
705,PAYMENT,1877.59,C79644554,25090.95,23213.36,M53194369,35624.34,37501.93,0
585,PAYMENT,2632.12,C74867032,38414.61,35782.49,M76409861,23687.91,26320.03,0
399,CASH_OUT,3194.15,C88380820,35681.01,32486.86,M37809859,10976.31,14170.46,0
344,CASH_IN,1022.97,C41458567,20817.97,21840.94,M51070495,21251.14,20228.17,0
140,PAYMENT,1891.64,C31100279,48666.59,46774.95,M60211839,12726.46,14618.1,0
187,PAYMENT,432.95,C21278067,15185.35,14752.4,M79634938,17578.75,18011.7,0
61,PAYMENT,2923.97,C72445215,28537.07,25613.1,M55147351,21305.12,24229.09,0
380,PAYMENT,2343.08,C64888712,20718.68,18375.6,M76779099,15851.02,18194.1,0
710,CASH_IN,1918.03,C34100904,24002.45,25920.48,M45651567,32267.74,30349.71,0
440,CASH_OUT,421.27,C77345747,26060.82,25639.55,M96389831,3907.95,4329.22,0
319,CASH_OUT,1146.43,C25916596,4713.86,3567.43,M15138040,27301.3,28447.73,0
302,TRANSFER,3378.79,C43557605,18514.57,15135.78,M46838009,9532.12,12910.91,0
344,CASH_OUT,697.95,C82897088,46317.08,45619.13,M11145397,38503.8,39201.75,0
11,PAYMENT,1416.41,C56524207,40572.82,39156.41,M64198613,47290.75,48707.16,0
62,PAYMENT,4111.09,C97954019,4705.63,594.54,M97790612,25632.35,29743.44,0
226,TRANSFER,754.91,C63352256,12133.83,11378.92,M38168948,23721.91,24476.82,0
153,PAYMENT,2583.97,C84170763,40465.03,37881.06,M71928212,17032.98,19616.95,0
711,TRANSFER,4230.55,C67551618,42737.1,38506.55,M66061116,10479.24,14709.79,0
564,PAYMENT,2255.36,C84953463,3760.56,1505.2,M28649583,28875.42,31130.78,0
571,PAYMENT,650.44,C11299382,25640.45,24990.01,M98429098,41714.94,42365.38,0
584,PAYMENT,1705.71,C66257000,22991.68,21285.97,M64139232,38142.08,39847.79,0
660,CASH_OUT,1505.19,C88779778,2667.18,1161.99,M14323017,46107.21,47612.4,0
575,PAYMENT,776.92,C54325475,29186.46,28409.54,M90933663,45687.61,46464.53,0
310,CASH_IN,2873.65,C62463815,51882.26,54755.91,M37407879,47434.63,44560.98,0
243,PAYMENT,327.91,C61866272,9744.84,9416.93,M24581193,16442.07,16769.98,0
493,CASH_OUT,3198.63,C50888822,7860.71,4662.08,M24000677,33744.28,36942.91,0
366,DEBIT,896.4,C90982133,25327.07,24430.67,M35057390,9949.94,9053.54,0
330,CASH_IN,4557.61,C61793831,18748.49,23306.1,M41278022,14555.28,9997.67,0
107,DEBIT,2626.73,C71023927,5499.39,2872.66,M79596144,552.35,-2074.38,0
226,PAYMENT,1640.59,C65144861,21195.85,19555.26,M24863801,6456.88,8097.47,0
218,PAYMENT,2097.88,C19229212,21547.52,19449.64,M37713235,6496.61,8594.49,0
506,TRANSFER,2166.68,C99226958,25905.68,23739.0,M91028510,28754.57,30921.25,0
259,PAYMENT,1558.47,C37242553,26682.22,25123.75,M71600090,13772.05,15330.52,0
517,PAYMENT,47.14,C29151794,22333.72,22286.58,M63584671,30242.43,30289.57,0
54,DEBIT,1241.73,C54143064,46756.86,45515.13,M75895351,23010.23,21768.5,0
47,TRANSFER,3689.08,C48642865,36004.04,32314.96,M71244438,17339.09,21028.17,0
727,CASH_OUT,3963.81,C62491260,34615.19,30651.38,M33505052,20752.64,24716.45,0
689,CASH_IN,906.09,C92911191,37568.29,38474.38,M71448654,19233.25,18327.16,0
521,CASH_OUT,3495.62,C22822379,23173.19,19677.57,M15860545,11984.76,15480.38,0
99,CASH_OUT,1376.14,C94299900,28263.02,26886.88,M99477179,45814.82,47190.96,0
20,CASH_OUT,3614.82,C39159454,49051.64,45436.82,M65200819,49619.49,53234.31,0
573,PAYMENT,2768.59,C59490380,6595.27,3826.68,M24123001,25219.74,27988.33,0
490,PAYMENT,3899.76,C65042162,26446.56,22546.8,M43925761,10368.6,14268.36,0
419,CASH_IN,232.73,C13586013,3892.5,4125.23,M71995701,19057.78,18825.05,0
690,CASH_IN,3732.33,C36092407,23566.05,27298.38,M11441144,12530.29,8797.96,0
62,DEBIT,3548.41,C28318112,19903.93,16355.52,M72309982,24237.96,20689.55,0
145,TRANSFER,2746.66,C42520097,38425.74,35679.08,M68750274,7012.79,9759.45,0
216,DEBIT,4103.93,C31658249,12633.38,8529.45,M12424794,30349.43,26245.5,0
3,PAYMENT,894.41,C26663316,27627.1,26732.69,M62458932,8422.67,9317.08,0
160,PAYMENT,3360.25,C11504663,37229.41,33869.16,M30601948,22032.9,25393.15,0
739,TRANSFER,3574.92,C81443936,14383.24,10808.32,M16409704,41825.06,45399.98,0
120,TRANSFER,3208.65,C98589123,48059.14,44850.49,M62427912,34517.34,37725.99,0
89,PAYMENT,2225.49,C90289763,2458.78,233.29,M60653170,38355.71,40581.2,0
329,PAYMENT,4644.81,C60283960,50082.63,45437.82,M36841625,4569.32,9214.13,0
580,PAYMENT,2114.2,C11954205,18970.03,16855.83,M35790180,33997.98,36112.18,0
357,TRANSFER,4794.14,C22965862,44640.35,39846.21,M99135168,8394.14,13188.28,0
610,CASH_OUT,2084.24,C24453078,42865.46,40781.22,M53309319,28102.71,30186.95,0
267,CASH_OUT,1043.53,C82706099,20796.73,19753.2,M67429121,6040.2,7083.73,0
617,PAYMENT,1076.76,C57858864,17245.15,16168.39,M12012537,20106.97,21183.73,0
323,TRANSFER,1952.04,C71575863,12956.85,11004.81,M98310124,40754.24,42706.28,0
635,CASH_OUT,1851.21,C19037049,46124.21,44273.0,M65176483,15076.71,16927.92,0
541,TRANSFER,4915.68,C23665188,40542.24,35626.56,M86397410,8572.96,13488.64,0
649,PAYMENT,4795.58,C90512805,21013.29,16217.71,M94674464,34815.77,39611.35,0
195,CASH_OUT,4862.11,C27841755,21464.44,16602.33,M95275696,38085.81,42947.92,0
738,CASH_IN,3441.25,C99438746,27547.77,30989.02,M54977061,882.44,-2558.81,0
332,PAYMENT,4561.4,C70251890,23679.97,19118.57,M95978796,37090.7,41652.1,0
170,PAYMENT,2522.07,C11783979,14152.37,11630.3,M92724918,37947.05,40469.12,0
521,TRANSFER,1189.62,C67512010,39051.91,37862.29,M93183615,3969.48,5159.1,0
463,TRANSFER,2498.65,C37113563,10082.18,7583.53,M37432134,32101.94,34600.59,0
40,PAYMENT,1197.94,C90272292,50625.51,49427.57,M69555922,36962.78,38160.72,0
537,PAYMENT,1650.16,C47329499,17527.09,15876.93,M15316025,26043.64,27693.8,0
261,PAYMENT,4888.06,C96979318,45523.59,40635.53,M13180065,11450.5,16338.56,0
395,CASH_IN,3667.04,C56000229,15779.49,19446.53,M82385198,2703.7,-963.34,0
226,CASH_OUT,4942.0,C39855935,35345.16,30403.16,M61202173,26073.6,31015.6,0
124,CASH_OUT,3152.61,C18672730,46645.95,43493.34,M19393216,47683.06,50835.67,0
38,DEBIT,270.01,C28996104,47183.74,46913.73,M26852512,4587.97,4317.96,0
328,PAYMENT,2967.23,C37430524,14782.74,11815.51,M20491063,21311.99,24279.22,0
251,DEBIT,2340.7,C32033022,38424.39,36083.69,M42873271,21200.84,18860.14,0
176,TRANSFER,1522.47,C87366028,23936.03,22413.56,M95309294,10070.05,11592.52,0
602,PAYMENT,4313.5,C74581639,8314.3,4000.8,M58262270,19912.22,24225.72,0
454,DEBIT,847.15,C69240493,21982.01,21134.86,M91791507,36746.41,35899.26,0
37,DEBIT,3804.02,C74693042,4794.57,990.55,M61193233,21369.86,17565.84,0
316,DEBIT,425.33,C50296396,30184.5,29759.17,M30508295,27642.61,27217.28,0
688,PAYMENT,886.74,C61063166,24069.3,23182.56,M70881578,14161.29,15048.03,0
593,CASH_IN,2815.09,C74537834,6412.07,9227.16,M28341704,35743.17,32928.08,0
114,CASH_IN,986.62,C35451146,1195.65,2182.27,M77202790,36518.43,35531.81,0
40,PAYMENT,1877.55,C64298487,48162.1,46284.55,M62968985,48524.63,50402.18,0
301,PAYMENT,1871.99,C75706438,17262.53,15390.54,M88961498,3561.72,5433.71,0
224,PAYMENT,4426.15,C26707088,23667.45,19241.3,M85914700,8118.12,12544.27,0
318,CASH_IN,3817.12,C44260204,42380.64,46197.76,M56785439,25480.42,21663.3,0
349,TRANSFER,3445.56,C17744982,35990.88,32545.32,M66913730,36783.21,40228.77,0
115,PAYMENT,1219.34,C14631527,47292.77,46073.43,M58508204,31547.64,32766.98,0
698,PAYMENT,3385.36,C99345471,35652.04,32266.68,M45075212,30271.78,33657.14,0
323,PAYMENT,4721.88,C29779316,17436.28,12714.4,M90819114,28917.09,33638.97,0
568,CASH_OUT,815.52,C25667321,39364.13,38548.61,M96489553,35580.47,36395.99,0
40,TRANSFER,3533.29,C20784168,29460.14,25926.85,M35343427,43800.31,47333.6,0
40,CASH_IN,837.46,C67293719,13481.02,14318.48,M50563223,25032.34,24194.88,0
289,CASH_OUT,4434.39,C88662295,19833.33,15398.94,M65245223,37623.11,42057.5,0
262,CASH_OUT,4348.4,C24666517,36157.41,31809.01,M56223620,40711.4,45059.8,0
216,PAYMENT,1352.42,C38122043,47853.26,46500.84,M63414658,34950.45,36302.87,0
147,PAYMENT,42.04,C32602089,40861.51,40819.47,M10211873,4843.53,4885.57,0
336,TRANSFER,2095.02,C65947629,34821.08,32726.06,M67841075,8531.71,10626.73,0
168,PAYMENT,1879.51,C28029744,11780.54,9901.03,M34425523,25130.69,27010.2,0
92,PAYMENT,560.09,C86113817,41278.61,40718.52,M34915916,10047.04,10607.13,0
353,CASH_IN,3752.08,C35754346,16719.68,20471.76,M64867187,22036.52,18284.44,0
571,TRANSFER,554.89,C95420677,8861.2,8306.31,M49342650,4285.35,4840.24,0
571,PAYMENT,632.16,C18625158,17739.76,17107.6,M88604129,11739.01,12371.17,0
681,PAYMENT,2431.12,C23530374,2906.45,475.33,M45712753,37589.93,40021.05,0
363,PAYMENT,46.06,C88174504,39506.42,39460.36,M15618266,4842.09,4888.15,0
557,CASH_IN,2616.45,C10974683,21399.74,24016.19,M79803166,49344.84,46728.39,0
345,PAYMENT,3809.21,C75219904,27470.8,23661.59,M55235396,30218.58,34027.79,0
693,PAYMENT,1689.39,C56047075,51661.65,49972.26,M42158168,47049.55,48738.94,0
170,CASH_OUT,1898.39,C17682829,50663.64,48765.25,M54326109,40313.51,42211.9,0
356,PAYMENT,25.39,C63929804,36286.4,36261.01,M28637880,1284.02,1309.41,0
191,PAYMENT,623.24,C81219864,14596.62,13973.38,M43358157,18421.49,19044.73,0
667,PAYMENT,3095.57,C98432853,46588.22,43492.65,M79110587,20656.33,23751.9,0
422,PAYMENT,947.8,C95640742,48825.16,47877.36,M53242747,831.52,1779.32,0
700,PAYMENT,1807.43,C16141035,50287.31,48479.88,M53691252,33896.47,35703.9,0
7,PAYMENT,1175.46,C75033340,21183.72,20008.26,M92220752,39698.02,40873.48,0
133,DEBIT,1748.19,C73904001,51091.76,49343.57,M23482938,36713.89,34965.7,0
557,PAYMENT,1476.38,C36182785,37073.48,35597.1,M79800523,43811.7,45288.08,0
31,CASH_OUT,3586.16,C14260842,9979.23,6393.07,M21689007,15067.42,18653.58,0
535,CASH_OUT,2748.25,C72653244,11150.89,8402.64,M69899586,47752.56,50500.81,0
426,TRANSFER,2707.93,C42662689,13289.97,10582.04,M98549488,34995.45,37703.38,0
394,PAYMENT,536.29,C13922081,8548.05,8011.76,M53822194,45132.43,45668.72,0
672,PAYMENT,3833.88,C39578370,39792.63,35958.75,M99379971,23815.12,27649.0,0
363,CASH_OUT,624.26,C28220919,46761.07,46136.81,M95033398,36270.72,36894.98,0
437,CASH_OUT,3462.0,C40038761,50051.0,46589.0,M90621827,3233.35,6695.35,0
670,CASH_OUT,4551.73,C61224263,37247.71,32695.98,M85416933,48312.4,52864.13,0
551,PAYMENT,2190.44,C41322048,13367.98,11177.54,M25527644,14548.83,16739.27,0
82,CASH_IN,565.8,C55665951,37594.86,38160.66,M35253920,37230.89,36665.09,0
356,PAYMENT,589.37,C59356828,6960.24,6370.87,M52060116,47703.43,48292.8,0
258,PAYMENT,2888.82,C10225283,18428.77,15539.95,M89196483,26780.15,29668.97,0
718,TRANSFER,4899.45,C52901755,43463.5,38564.05,M26952687,25987.57,30887.02,0
589,PAYMENT,3012.07,C39815335,8341.37,5329.3,M11233262,26914.65,29926.72,0
524,TRANSFER,732.06,C49838982,42592.89,41860.83,M77086404,33999.05,34731.11,0
295,CASH_OUT,1424.13,C99301859,43880.5,42456.37,M14609555,29944.02,31368.15,0
224,DEBIT,1551.37,C26571059,15224.0,13672.63,M87037211,23914.14,22362.77,0
525,DEBIT,4145.15,C76441201,18719.91,14574.76,M60560976,2940.63,-1204.52,0
46,TRANSFER,771.98,C38268009,43175.48,42403.5,M40208616,35020.37,35792.35,0
667,CASH_OUT,4328.51,C34027688,47167.45,42838.94,M62587561,14955.09,19283.6,0
113,PAYMENT,4076.91,C31366552,53630.07,49553.16,M83543652,19614.28,23691.19,0
233,TRANSFER,2372.37,C56748995,40258.08,37885.71,M62487600,3591.16,5963.53,0
17,PAYMENT,3636.51,C47898265,38455.33,34818.82,M36184828,35055.43,38691.94,0
360,PAYMENT,2744.57,C23062011,9289.6,6545.03,M87897778,43292.77,46037.34,0
223,PAYMENT,280.08,C50812122,23156.71,22876.63,M31970699,28857.87,29137.95,0
700,TRANSFER,2417.38,C29437798,12905.7,10488.32,M36260378,36765.94,39183.32,0
448,TRANSFER,733795.33,C87266743,733795.33,0.0,M29811269,18827.79,747525.73,1
365,CASH_IN,4913.68,C32578497,51212.95,56126.63,M22891308,17779.19,12865.51,0
675,PAYMENT,2374.64,C17042688,8241.98,5867.34,M79180538,32504.89,34879.53,0
326,CASH_IN,2971.03,C29940502,34319.66,37290.69,M64223156,12250.05,9279.02,0
467,CASH_OUT,1989.26,C50626311,36388.47,34399.21,M33150813,32639.85,34629.11,0
414,TRANSFER,3462.06,C98384904,7942.62,4480.56,M72233240,43244.79,46706.85,0
455,CASH_OUT,1383.33,C97670412,23639.24,22255.91,M11557250,6000.02,7383.35,0
586,PAYMENT,422.36,C75661787,32492.83,32070.47,M78417285,11246.75,11669.11,0
233,DEBIT,2938.38,C86857173,26913.3,23974.92,M22690720,39717.19,36778.81,0
224,TRANSFER,2426.12,C96516297,37562.97,35136.85,M50045650,28571.15,30997.27,0
412,CASH_IN,506.21,C18522597,36194.62,36700.83,M82143514,9244.49,8738.28,0
572,CASH_OUT,108.53,C84633131,40981.67,40873.14,M81147161,24428.16,24536.69,0
335,DEBIT,2599.32,C88479996,29548.41,26949.09,M97469782,6204.47,3605.15,0
222,CASH_OUT,4828.75,C25747238,13861.96,9033.21,M90410190,34760.79,39589.54,0
37,PAYMENT,36.57,C70026580,40062.22,40025.65,M26514861,1957.16,1993.73,0
278,PAYMENT,2879.65,C97595925,10940.16,8060.51,M85496963,12838.02,15717.67,0
196,TRANSFER,432.21,C26739248,25739.63,25307.42,M58796148,48313.81,48746.02,0
484,TRANSFER,4885.74,C98336655,4890.02,4.28,M50345846,2308.31,7194.05,0
242,PAYMENT,4729.52,C49379055,37687.4,32957.88,M69716190,6992.75,11722.27,0
324,DEBIT,2457.31,C52001565,28590.62,26133.31,M57260360,30308.61,27851.3,0
731,TRANSFER,3442.77,C98934947,44430.93,40988.16,M41823071,1836.7,5279.47,0
192,CASH_IN,716.92,C38885391,48588.07,49304.99,M90818451,27603.53,26886.61,0
17,DEBIT,2963.0,C47231423,9387.61,6424.61,M93525402,21100.75,18137.75,0
524,TRANSFER,1310.77,C97210510,46493.77,45183.0,M63695060,22803.39,24114.16,0
401,CASH_IN,4724.26,C67088619,51734.23,56458.49,M29225877,26795.22,22070.96,0
705,TRANSFER,3666.05,C94975906,38506.2,34840.15,M35854014,35722.25,39388.3,0
22,DEBIT,2822.57,C96942366,43847.98,41025.41,M91194302,8202.15,5379.58,0
474,PAYMENT,4109.62,C52461165,53732.07,49622.45,M68200448,18947.1,23056.72,0
120,PAYMENT,4820.45,C43218577,8696.68,3876.23,M26726377,26573.51,31393.96,0
210,TRANSFER,2039.84,C54205616,34048.71,32008.87,M58696806,45462.27,47502.11,0
306,TRANSFER,740.18,C40301728,14422.52,13682.34,M23146204,18857.8,19597.98,0
270,TRANSFER,1899.38,C24093227,41036.06,39136.68,M26576358,8786.57,10685.95,0
704,TRANSFER,1539.68,C75715496,6316.71,4777.03,M56828593,35022.78,36562.46,0
687,PAYMENT,4328.34,C84026745,17881.04,13552.7,M23296433,44828.51,49156.85,0
285,CASH_IN,862.03,C62286305,9895.65,10757.68,M81361168,27583.58,26721.55,0
716,TRANSFER,2019.23,C89498519,8397.84,6378.61,M11274728,34332.92,36352.15,0
676,TRANSFER,3291.24,C29148862,22231.27,18940.03,M45885781,2643.23,5934.47,0
227,CASH_OUT,4872.75,C43435196,38783.51,33910.76,M66135725,35339.34,40212.09,0
381,CASH_OUT,4931.37,C72903261,30042.83,25111.46,M47020332,47630.82,52562.19,0
460,CASH_IN,2607.77,C40704198,17867.14,20474.91,M21669195,47372.73,44764.96,0
7,TRANSFER,1570.56,C22098465,33304.39,31733.83,M20293588,36497.65,38068.21,0
29,PAYMENT,4724.89,C32161108,33490.72,28765.83,M21352822,37170.47,41895.36,0
33,TRANSFER,2469.32,C11435415,50577.64,48108.32,M66906118,33851.65,36320.97,0
646,TRANSFER,690.78,C76814283,26441.35,25750.57,M81458772,34894.1,35584.88,0
79,DEBIT,2033.3,C92716588,11542.5,9509.2,M10978481,35708.0,33674.7,0
459,PAYMENT,3515.93,C56313253,15727.24,12211.31,M98741286,47543.42,51059.35,0
570,CASH_IN,4118.58,C80881914,38322.49,42441.07,M15684923,30368.68,26250.1,0
538,TRANSFER,3375.87,C80265183,48565.8,45189.93,M33463164,3756.12,7131.99,0
482,CASH_IN,4198.65,C78945564,21863.23,26061.88,M16832563,21136.11,16937.46,0
430,PAYMENT,1901.68,C60101289,50388.1,48486.42,M55360034,45702.26,47603.94,0
738,DEBIT,1256.33,C82359410,43795.18,42538.85,M25819626,14503.24,13246.91,0
285,CASH_IN,2420.79,C45534249,13074.09,15494.88,M94715069,28442.1,26021.31,0
516,CASH_IN,1095.14,C50912220,47550.59,48645.73,M96298460,25776.45,24681.31,0
99,PAYMENT,4468.16,C72150455,49092.86,44624.7,M75534015,2874.84,7343.0,0
397,PAYMENT,39.4,C71787651,16466.99,16427.59,M57498680,5358.2,5397.6,0
489,CASH_OUT,3614.94,C63964665,21341.56,17726.62,M23601326,21540.19,25155.13,0
39,PAYMENT,995.75,C81014138,26711.68,25715.93,M30630696,20535.95,21531.7,0
271,PAYMENT,4566.41,C10927505,12347.93,7781.52,M98131849,12506.74,17073.15,0
157,PAYMENT,2358.79,C60238966,17323.04,14964.25,M67491018,44609.67,46968.46,0
75,TRANSFER,1354.71,C68864146,34168.69,32813.98,M68969458,8091.72,9446.43,0
130,TRANSFER,2175.46,C58215939,46354.27,44178.81,M36637470,5533.28,7708.74,0
687,PAYMENT,1431.65,C27942270,21158.95,19727.3,M54454724,45049.89,46481.54,0
84,PAYMENT,809.96,C36708243,48228.75,47418.79,M99287389,49146.44,49956.4,0
22,TRANSFER,2450.45,C76513956,42441.45,39991.0,M27103900,16244.38,18694.83,0
459,TRANSFER,4410.01,C77358318,40709.74,36299.73,M62190363,6570.88,10980.89,0
539,PAYMENT,4788.82,C12839001,11095.0,6306.18,M56187078,25000.05,29788.87,0
707,PAYMENT,3839.25,C41743155,6441.24,2601.99,M55921387,21483.25,25322.5,0
382,CASH_IN,2989.46,C11077619,24705.89,27695.35,M48851553,14111.17,11121.71,0
440,CASH_IN,422.25,C67572954,12809.61,13231.86,M30467629,36462.43,36040.18,0
604,CASH_IN,942.43,C47733815,39278.81,40221.24,M45370495,49712.85,48770.42,0
21,DEBIT,1244.3,C67600736,11164.92,9920.62,M23833135,35057.25,33812.95,0
303,PAYMENT,2516.65,C34318675,11950.1,9433.45,M89349010,31445.4,33962.05,0
84,CASH_OUT,611.1,C63859314,2529.42,1918.32,M35793612,46454.92,47066.02,0
659,TRANSFER,3086.17,C22205146,46303.68,43217.51,M61050068,20364.86,23451.03,0
453,CASH_OUT,3170.22,C41061693,14258.98,11088.76,M67186933,23959.76,27129.98,0
387,PAYMENT,2554.22,C96419192,5136.99,2582.77,M24771325,13462.3,16016.52,0
507,CASH_OUT,1761.61,C66112969,14110.04,12348.43,M16382911,9087.58,10849.19,0
257,TRANSFER,674425.33,C53169737,674425.33,0.0,M73358574,14007.97,677834.42,1
570,PAYMENT,3036.54,C67835429,12278.54,9242.0,M75939337,18179.06,21215.6,0
527,CASH_OUT,493.47,C11833626,34641.55,34148.08,M27489655,16560.59,17054.06,0
162,PAYMENT,3709.05,C58504268,40855.65,37146.6,M89042306,26443.1,30152.15,0
163,PAYMENT,1864.25,C97274855,15661.6,13797.35,M88427071,19202.47,21066.72,0
524,PAYMENT,4437.1,C27513454,35915.03,31477.93,M90776943,6017.72,10454.82,0
271,PAYMENT,2936.94,C97826062,43807.4,40870.46,M35894291,35233.0,38169.94,0
492,PAYMENT,4628.25,C20050169,51719.15,47090.9,M93082165,17144.9,21773.15,0
208,CASH_IN,3629.5,C37111862,30307.38,33936.88,M30625554,2190.56,-1438.94,0
539,TRANSFER,2756.97,C43893399,47336.3,44579.33,M85208373,48756.31,51513.28,0
584,TRANSFER,2247.93,C25761044,47790.39,45542.46,M19087680,24141.03,26388.96,0
60,PAYMENT,2623.58,C77628209,42167.84,39544.26,M32405653,29957.68,32581.26,0
430,CASH_OUT,653.38,C16099554,48443.53,47790.15,M18159550,39719.52,40372.9,0
657,CASH_OUT,3706.17,C63350718,28457.47,24751.3,M81466893,43512.79,47218.96,0
605,CASH_OUT,835.94,C78354185,20043.46,19207.52,M62378052,20042.45,20878.39,0
309,CASH_OUT,928.49,C31475246,29523.39,28594.9,M89472028,34836.09,35764.58,0
520,CASH_IN,4396.98,C78826270,27169.03,31566.01,M80474132,12941.73,8544.75,0
591,DEBIT,4263.85,C49777260,39676.59,35412.74,M84108442,5955.17,1691.32,0
27,CASH_OUT,2672.49,C49170544,4627.02,1954.53,M29882943,47102.3,49774.79,0
686,PAYMENT,1396.0,C27847118,14917.74,13521.74,M16914893,32120.66,33516.66,0
562,CASH_OUT,4118.82,C81752116,9928.06,5809.24,M97059725,17373.09,21491.91,0
199,TRANSFER,1851.86,C21173109,49173.25,47321.39,M83722452,13201.91,15053.77,0
387,CASH_OUT,4492.7,C49580182,20724.46,16231.76,M17685767,31297.77,35790.47,0
349,DEBIT,61.94,C57712141,11025.92,10963.98,M47539330,8836.76,8774.82,0
693,CASH_OUT,2691.57,C88283995,8013.71,5322.14,M61268618,47282.82,49974.39,0
536,DEBIT,1294.15,C94051119,33009.43,31715.28,M83937567,10307.95,9013.8,0
378,PAYMENT,2216.5,C53521847,15656.18,13439.68,M88069593,31490.03,33706.53,0
558,PAYMENT,4292.52,C63078200,12074.59,7782.07,M41101353,36490.6,40783.12,0
527,PAYMENT,2175.18,C29909077,47283.59,45108.41,M22575001,24798.06,26973.24,0
153,CASH_IN,2302.36,C33637158,11745.36,14047.72,M75836262,47167.75,44865.39,0
734,DEBIT,910.23,C47855338,1962.6,1052.37,M31866570,44262.65,43352.42,0
206,CASH_OUT,3439.96,C35212534,6912.67,3472.71,M19670211,21319.75,24759.71,0
455,CASH_OUT,3229.14,C64023212,8240.83,5011.69,M80703020,6864.56,10093.7,0
273,CASH_OUT,68.82,C23385526,18962.58,18893.76,M12780443,5501.78,5570.6,0
236,CASH_IN,77.62,C96500924,46811.51,46889.13,M27740771,12417.15,12339.53,0
740,DEBIT,427.14,C29144226,47357.06,46929.92,M90481940,674.85,247.71,0
521,CASH_OUT,4788.51,C24272571,31907.02,27118.51,M55417925,42636.01,47424.52,0
678,CASH_OUT,704.76,C85544613,45324.27,44619.51,M31896876,15369.25,16074.01,0
726,PAYMENT,2399.75,C42723471,5193.53,2793.78,M45897422,31374.29,33774.04,0
501,CASH_OUT,4126.38,C23799637,31358.49,27232.11,M23766187,25577.12,29703.5,0
117,TRANSFER,717.76,C40106747,1917.8,1200.04,M67329147,19269.15,19986.91,0
386,PAYMENT,1773.02,C48499846,13067.24,11294.22,M61639439,34338.31,36111.33,0
344,DEBIT,3577.11,C25087236,28168.14,24591.03,M24782157,11226.12,7649.01,0
584,TRANSFER,1416.25,C20239462,32201.09,30784.84,M25884798,18024.68,19440.93,0
395,CASH_IN,4624.26,C21382241,49403.58,54027.84,M91135473,7555.15,2930.89,0
64,PAYMENT,2148.86,C54942009,32129.43,29980.57,M67075357,7511.0,9659.86,0
717,TRANSFER,1514.8,C48521233,18934.08,17419.28,M23948250,13554.66,15069.46,0
721,TRANSFER,1851.87,C45621515,42387.84,40535.97,M20250139,39442.81,41294.68,0
72,PAYMENT,4309.95,C29950518,43199.15,38889.2,M29674854,16012.8,20322.75,0
274,TRANSFER,3609.5,C74214057,44341.99,40732.49,M25188619,28892.14,32501.64,0
320,PAYMENT,4798.33,C47376435,12031.72,7233.39,M53359494,49738.58,54536.91,0
338,PAYMENT,917.54,C61676160,18547.98,17630.44,M76331270,21191.6,22109.14,0
366,PAYMENT,3470.17,C65558669,33557.33,30087.16,M95443567,16673.26,20143.43,0
495,PAYMENT,4012.68,C97772249,50092.93,46080.25,M61430248,20932.98,24945.66,0
607,CASH_OUT,2673.52,C81467508,29484.15,26810.63,M40885447,19231.36,21904.88,0
166,PAYMENT,2909.01,C66618508,29256.31,26347.3,M39438509,35154.67,38063.68,0
544,CASH_OUT,24.3,C12302458,18144.22,18119.92,M73609317,47880.79,47905.09,0
11,CASH_OUT,307.29,C56888632,18350.22,18042.93,M28703143,14734.86,15042.15,0
301,TRANSFER,4268.03,C66515994,16392.9,12124.87,M40143583,2793.28,7061.31,0
729,CASH_IN,697.63,C29203413,19570.67,20268.3,M13536218,34806.13,34108.5,0
102,CASH_OUT,279.88,C24228398,33417.25,33137.37,M19901281,23841.33,24121.21,0
425,CASH_OUT,799.28,C29714795,19061.49,18262.21,M20602300,12252.29,13051.57,0
392,PAYMENT,72.26,C65900995,7558.12,7485.86,M34484603,23488.24,23560.5,0
214,CASH_OUT,2641.98,C50199242,26151.21,23509.23,M55276604,22198.68,24840.66,0
691,DEBIT,3227.79,C11772938,17566.24,14338.45,M30922844,3000.04,-227.75,0
88,PAYMENT,3215.85,C91090807,40772.5,37556.65,M77551168,8017.44,11233.29,0
553,PAYMENT,1987.99,C66857416,35983.17,33995.18,M70974645,27707.8,29695.79,0
401,PAYMENT,4149.3,C86781282,29242.92,25093.62,M40509683,21183.51,25332.81,0
588,CASH_OUT,4865.88,C79994685,23743.89,18878.01,M26795114,37156.74,42022.62,0
46,TRANSFER,289.42,C62652401,9474.11,9184.69,M85067208,30254.17,30543.59,0
672,CASH_OUT,3465.21,C74077726,19124.69,15659.48,M96153129,20254.99,23720.2,0
463,PAYMENT,1908.55,C17337905,42075.51,40166.96,M96791517,21211.09,23119.64,0
